,Rank,Team,Change,Prior,Date,Division
18,19,Texas Showdown,-,19,2019-11-20,CLUB_WOMEN
19,20,Oakland LOL,-,20,2019-11-20,CLUB_WOMEN
20,21,Salt Lake City Elevate,+4,25,2019-11-20,CLUB_WOMEN
21,22,Washington DC Grit,-1,21,2019-11-20,CLUB_WOMEN
22,23,Minneapolis Pop,-1,22,2019-11-20,CLUB_WOMEN
23,24,Florida Tabby Rosa,-1,23,2019-11-20,CLUB_WOMEN
24,25,Halifax Salty,,-,2019-11-20,CLUB_WOMEN
0,1,San Francisco Fury,-,1,2019-11-20,CLUB_WOMEN
1,2,Denver Molly Brown,-,2,2019-11-20,CLUB_WOMEN
2,3,Seattle Riot,-,3,2019-11-20,CLUB_WOMEN
3,4,Toronto 6ixers,-,4,2019-11-20,CLUB_WOMEN
4,5,Boston Brute Squad,-,5,2019-11-20,CLUB_WOMEN
5,6,Washington DC Scandal,-,6,2019-11-20,CLUB_WOMEN
6,7,Raleigh Phoenix,-,7,2019-11-20,CLUB_WOMEN
7,8,San Francisco Nightlock,-,8,2019-11-20,CLUB_WOMEN
8,9,Portland Schwa,-,9,2019-11-20,CLUB_WOMEN
9,10,Boston Siege,-,10,2019-11-20,CLUB_WOMEN
10,11,San Diego Wildfire,-,11,2019-11-20,CLUB_WOMEN
11,12,Columbus Rival,-,12,2019-11-20,CLUB_WOMEN
12,13,Atlanta Ozone,-,13,2019-11-20,CLUB_WOMEN
13,14,Quebec Iris,-,14,2019-11-20,CLUB_WOMEN
14,15,Vancouver Traffic,-,15,2019-11-20,CLUB_WOMEN
15,16,New York BENT,-,16,2019-11-20,CLUB_WOMEN
16,17,Seattle Underground,-,17,2019-11-20,CLUB_WOMEN
17,18,Chicago Nemesis,-,18,2019-11-20,CLUB_WOMEN
18,19,Texas Showdown,-,19,2019-11-20,CLUB_WOMEN
19,20,Oakland LOL,-,20,2019-11-20,CLUB_WOMEN
20,21,Washington DC Grit,-,21,2019-11-20,CLUB_WOMEN
21,22,Minneapolis Pop,-,22,2019-11-20,CLUB_WOMEN
22,23,Florida Tabby Rosa,-,23,2019-11-20,CLUB_WOMEN
23,24,Virginia Rebellion,-,24,2019-11-20,CLUB_WOMEN
24,25,Salt Lake City Elevate,-,25,2019-11-20,CLUB_WOMEN
0,1,San Francisco Fury,+3,4,2019-11-20,CLUB_WOMEN
1,2,Denver Molly Brown,+3,5,2019-11-20,CLUB_WOMEN
2,3,Seattle Riot,-1,2,2019-11-20,CLUB_WOMEN
3,4,Toronto 6ixers,+2,6,2019-11-20,CLUB_WOMEN
4,5,Boston Brute Squad,-4,1,2019-11-20,CLUB_WOMEN
5,6,Washington DC Scandal,-3,3,2019-11-20,CLUB_WOMEN
6,7,Raleigh Phoenix,+3,10,2019-11-20,CLUB_WOMEN
7,8,San Francisco Nightlock,+3,11,2019-11-20,CLUB_WOMEN
8,9,Portland Schwa,-2,7,2019-11-20,CLUB_WOMEN
9,10,Boston Siege,-2,8,2019-11-20,CLUB_WOMEN
10,11,San Diego Wildfire,-2,9,2019-11-20,CLUB_WOMEN
11,12,Columbus Rival,-,12,2019-11-20,CLUB_WOMEN
12,13,Atlanta Ozone,-,13,2019-11-20,CLUB_WOMEN
13,14,Quebec Iris,-,14,2019-11-20,CLUB_WOMEN
14,15,Vancouver Traffic,-,15,2019-11-20,CLUB_WOMEN
15,16,New York BENT,-,16,2019-11-20,CLUB_WOMEN
16,17,Seattle Underground,-,17,2019-11-20,CLUB_WOMEN
17,18,Chicago Nemesis,-,18,2019-11-20,CLUB_WOMEN
18,19,Texas Showdown,-,19,2019-11-20,CLUB_WOMEN
19,20,Oakland LOL,-,20,2019-11-20,CLUB_WOMEN
20,21,Washington DC Grit,-,21,2019-11-20,CLUB_WOMEN
21,22,Minneapolis Pop,-,22,2019-11-20,CLUB_WOMEN
22,23,Florida Tabby Rosa,-,23,2019-11-20,CLUB_WOMEN
23,24,Virginia Rebellion,-,24,2019-11-20,CLUB_WOMEN
24,25,Salt Lake City Elevate,-,25,2019-11-20,CLUB_WOMEN
0,1,Boston Brute Squad,-,1,2019-11-20,CLUB_WOMEN
1,2,Seattle Riot,-,2,2019-11-20,CLUB_WOMEN
2,3,Washington DC Scandal,-,3,2019-11-20,CLUB_WOMEN
3,4,San Francisco Fury,-,4,2019-11-20,CLUB_WOMEN
4,5,Denver Molly Brown,-,5,2019-11-20,CLUB_WOMEN
5,6,Toronto 6ixers,-,6,2019-11-20,CLUB_WOMEN
6,7,Portland Schwa,-,7,2019-11-20,CLUB_WOMEN
7,8,Boston Siege,-,8,2019-11-20,CLUB_WOMEN
8,9,San Diego Wildfire,-,9,2019-11-20,CLUB_WOMEN
9,10,Raleigh Phoenix,-,10,2019-11-20,CLUB_WOMEN
10,11,San Francisco Nightlock,-,11,2019-11-20,CLUB_WOMEN
11,12,Columbus Rival,-,12,2019-11-20,CLUB_WOMEN
12,13,Atlanta Ozone,-,13,2019-11-20,CLUB_WOMEN
13,14,Quebec Iris,-,14,2019-11-20,CLUB_WOMEN
14,15,Vancouver Traffic,-,15,2019-11-20,CLUB_WOMEN
15,16,New York BENT,-,16,2019-11-20,CLUB_WOMEN
16,17,Seattle Underground,-,17,2019-11-20,CLUB_WOMEN
17,18,Chicago Nemesis,-,18,2019-11-20,CLUB_WOMEN
18,19,Texas Showdown,-,19,2019-11-20,CLUB_WOMEN
19,20,Oakland LOL,-,20,2019-11-20,CLUB_WOMEN
20,21,Washington DC Grit,-,21,2019-11-20,CLUB_WOMEN
21,22,Minneapolis Pop,-,22,2019-11-20,CLUB_WOMEN
22,23,Florida Tabby Rosa,-,23,2019-11-20,CLUB_WOMEN
23,24,Virginia Rebellion,-,24,2019-11-20,CLUB_WOMEN
24,25,Salt Lake City Elevate,-,25,2019-11-20,CLUB_WOMEN
0,1,Boston Brute Squad,-,1,2019-11-20,CLUB_WOMEN
1,2,Seattle Riot,-,2,2019-11-20,CLUB_WOMEN
2,3,Washington DC Scandal,-,3,2019-11-20,CLUB_WOMEN
3,4,San Francisco Fury,-,4,2019-11-20,CLUB_WOMEN
4,5,Denver Molly Brown,-,5,2019-11-20,CLUB_WOMEN
5,6,Toronto 6ixers,-,6,2019-11-20,CLUB_WOMEN
6,7,Portland Schwa,-,7,2019-11-20,CLUB_WOMEN
7,8,Boston Siege,+10,18,2019-11-20,CLUB_WOMEN
8,9,San Diego Wildfire,+8,17,2019-11-20,CLUB_WOMEN
9,10,Raleigh Phoenix,-2,8,2019-11-20,CLUB_WOMEN
10,11,San Francisco Nightlock,-,11,2019-11-20,CLUB_WOMEN
11,12,Columbus Rival,-3,9,2019-11-20,CLUB_WOMEN
12,13,Atlanta Ozone,+1,14,2019-11-20,CLUB_WOMEN
13,14,Quebec Iris,+5,19,2019-11-20,CLUB_WOMEN
14,15,Vancouver Traffic,-5,10,2019-11-20,CLUB_WOMEN
15,16,New York BENT,+4,20,2019-11-20,CLUB_WOMEN
16,17,Seattle Underground,-2,15,2019-11-20,CLUB_WOMEN
17,18,Chicago Nemesis,-6,12,2019-11-20,CLUB_WOMEN
18,19,Texas Showdown,-6,13,2019-11-20,CLUB_WOMEN
19,20,Oakland LOL,+4,24,2019-11-20,CLUB_WOMEN
20,21,Washington DC Grit,-5,16,2019-11-20,CLUB_WOMEN
21,22,Minneapolis Pop,-1,21,2019-11-20,CLUB_WOMEN
22,23,Florida Tabby Rosa,-1,22,2019-11-20,CLUB_WOMEN
23,24,Virginia Rebellion,+1,25,2019-11-20,CLUB_WOMEN
24,25,Salt Lake City Elevate,,-,2019-11-20,CLUB_WOMEN
0,1,Boston Brute Squad,-,1,2019-11-20,CLUB_WOMEN
1,2,Seattle Riot,-,2,2019-11-20,CLUB_WOMEN
2,3,Washington DC Scandal,-,3,2019-11-20,CLUB_WOMEN
3,4,San Francisco Fury,-,4,2019-11-20,CLUB_WOMEN
4,5,Denver Molly Brown,-,5,2019-11-20,CLUB_WOMEN
5,6,Toronto 6ixers,-,6,2019-11-20,CLUB_WOMEN
6,7,Portland Schwa,-,7,2019-11-20,CLUB_WOMEN
7,8,Raleigh Phoenix,-,8,2019-11-20,CLUB_WOMEN
8,9,Columbus Rival,-,9,2019-11-20,CLUB_WOMEN
9,10,Vancouver Traffic,-,10,2019-11-20,CLUB_WOMEN
10,11,San Francisco Nightlock,-,11,2019-11-20,CLUB_WOMEN
11,12,Chicago Nemesis,-,12,2019-11-20,CLUB_WOMEN
12,13,Texas Showdown,-,13,2019-11-20,CLUB_WOMEN
13,14,Atlanta Ozone,-,14,2019-11-20,CLUB_WOMEN
14,15,Seattle Underground,-,15,2019-11-20,CLUB_WOMEN
15,16,Washington DC Grit,-,16,2019-11-20,CLUB_WOMEN
16,17,San Diego Wildfire,-,17,2019-11-20,CLUB_WOMEN
17,18,Boston Siege,-,18,2019-11-20,CLUB_WOMEN
18,19,Quebec Iris,-,19,2019-11-20,CLUB_WOMEN
19,20,New York BENT,-,20,2019-11-20,CLUB_WOMEN
20,21,Minneapolis Pop,-,21,2019-11-20,CLUB_WOMEN
21,22,Florida Tabby Rosa,-,22,2019-11-20,CLUB_WOMEN
22,23,Vancouver Sneaky House Hippos,-,23,2019-11-20,CLUB_WOMEN
23,24,Oakland LOL,-,24,2019-11-20,CLUB_WOMEN
24,25,Virginia Rebellion,-,25,2019-11-20,CLUB_WOMEN
0,1,Boston Brute Squad,-,1,2019-11-20,CLUB_WOMEN
1,2,Seattle Riot,+1,3,2019-11-20,CLUB_WOMEN
2,3,Washington DC Scandal,+1,4,2019-11-20,CLUB_WOMEN
3,4,San Francisco Fury,-2,2,2019-11-20,CLUB_WOMEN
4,5,Denver Molly Brown,-,5,2019-11-20,CLUB_WOMEN
5,6,Toronto 6ixers,-,6,2019-11-20,CLUB_WOMEN
6,7,Portland Schwa,-,7,2019-11-20,CLUB_WOMEN
7,8,Raleigh Phoenix,-,8,2019-11-20,CLUB_WOMEN
8,9,Columbus Rival,-,9,2019-11-20,CLUB_WOMEN
9,10,Vancouver Traffic,+1,11,2019-11-20,CLUB_WOMEN
10,11,San Francisco Nightlock,+2,13,2019-11-20,CLUB_WOMEN
11,12,Chicago Nemesis,-2,10,2019-11-20,CLUB_WOMEN
12,13,Texas Showdown,-1,12,2019-11-20,CLUB_WOMEN
13,14,Atlanta Ozone,-,14,2019-11-20,CLUB_WOMEN
14,15,Seattle Underground,-,15,2019-11-20,CLUB_WOMEN
15,16,Washington DC Grit,+1,17,2019-11-20,CLUB_WOMEN
16,17,San Diego Wildfire,+1,18,2019-11-20,CLUB_WOMEN
17,18,Boston Siege,+1,19,2019-11-20,CLUB_WOMEN
18,19,Quebec Iris,+1,20,2019-11-20,CLUB_WOMEN
19,20,New York BENT,+1,21,2019-11-20,CLUB_WOMEN
20,21,Minneapolis Pop,+1,22,2019-11-20,CLUB_WOMEN
21,22,Florida Tabby Rosa,+1,23,2019-11-20,CLUB_WOMEN
22,23,Vancouver Sneaky House Hippos,+1,24,2019-11-20,CLUB_WOMEN
23,24,Oakland LOL,-8,16,2019-11-20,CLUB_WOMEN
24,25,Virginia Rebellion,-,25,2019-11-20,CLUB_WOMEN
0,1,Boston Brute Squad,-,1,2019-11-20,CLUB_WOMEN
1,2,San Francisco Fury,-,2,2019-11-20,CLUB_WOMEN
2,3,Seattle Riot,-,3,2019-11-20,CLUB_WOMEN
3,4,Washington DC Scandal,-,4,2019-11-20,CLUB_WOMEN
4,5,Denver Molly Brown,-,5,2019-11-20,CLUB_WOMEN
5,6,Toronto 6ixers,-,6,2019-11-20,CLUB_WOMEN
6,7,Portland Schwa,-,7,2019-11-20,CLUB_WOMEN
7,8,Raleigh Phoenix,-,8,2019-11-20,CLUB_WOMEN
8,9,Columbus Rival,-,9,2019-11-20,CLUB_WOMEN
9,10,Chicago Nemesis,-,10,2019-11-20,CLUB_WOMEN
10,11,Vancouver Traffic,-,11,2019-11-20,CLUB_WOMEN
11,12,Texas Showdown,-,12,2019-11-20,CLUB_WOMEN
12,13,San Francisco Nightlock,-,13,2019-11-20,CLUB_WOMEN
13,14,Atlanta Ozone,-,14,2019-11-20,CLUB_WOMEN
14,15,Seattle Underground,+4,19,2019-11-20,CLUB_WOMEN
15,16,Oakland LOL,-1,15,2019-11-20,CLUB_WOMEN
16,17,Washington DC Grit,-1,16,2019-11-20,CLUB_WOMEN
17,18,San Diego Wildfire,-1,17,2019-11-20,CLUB_WOMEN
18,19,Boston Siege,-1,18,2019-11-20,CLUB_WOMEN
19,20,Quebec Iris,-,20,2019-11-20,CLUB_WOMEN
20,21,New York BENT,-,21,2019-11-20,CLUB_WOMEN
21,22,Minneapolis Pop,+3,25,2019-11-20,CLUB_WOMEN
22,23,Florida Tabby Rosa,-1,22,2019-11-20,CLUB_WOMEN
23,24,Vancouver Sneaky House Hippos,-1,23,2019-11-20,CLUB_WOMEN
24,25,Virginia Rebellion,,-,2019-11-20,CLUB_WOMEN
0,1,Boston Brute Squad,-,1,2019-11-20,CLUB_WOMEN
1,2,San Francisco Fury,-,2,2019-11-20,CLUB_WOMEN
2,3,Seattle Riot,-,3,2019-11-20,CLUB_WOMEN
3,4,Washington DC Scandal,-,4,2019-11-20,CLUB_WOMEN
4,5,Denver Molly Brown,-,5,2019-11-20,CLUB_WOMEN
5,6,Toronto 6ixers,-,6,2019-11-20,CLUB_WOMEN
6,7,Portland Schwa,-,7,2019-11-20,CLUB_WOMEN
7,8,Raleigh Phoenix,-,8,2019-11-20,CLUB_WOMEN
8,9,Columbus Rival,-,9,2019-11-20,CLUB_WOMEN
9,10,Chicago Nemesis,-,10,2019-11-20,CLUB_WOMEN
10,11,Vancouver Traffic,-,11,2019-11-20,CLUB_WOMEN
11,12,Texas Showdown,-,12,2019-11-20,CLUB_WOMEN
12,13,San Francisco Nightlock,-,13,2019-11-20,CLUB_WOMEN
13,14,Atlanta Ozone,-,14,2019-11-20,CLUB_WOMEN
14,15,Oakland LOL,-,15,2019-11-20,CLUB_WOMEN
15,16,Washington DC Grit,-,16,2019-11-20,CLUB_WOMEN
16,17,San Diego Wildfire,-,17,2019-11-20,CLUB_WOMEN
17,18,Boston Siege,-,18,2019-11-20,CLUB_WOMEN
18,19,Seattle Underground,-,19,2019-11-20,CLUB_WOMEN
19,20,Quebec Iris,-,20,2019-11-20,CLUB_WOMEN
20,21,New York BENT,-,21,2019-11-20,CLUB_WOMEN
21,22,Florida Tabby Rosa,-,22,2019-11-20,CLUB_WOMEN
22,23,Vancouver Sneaky House Hippos,-,23,2019-11-20,CLUB_WOMEN
23,24,Denver Small Batch,-,24,2019-11-20,CLUB_WOMEN
24,25,Minneapolis Pop,-,25,2019-11-20,CLUB_WOMEN
0,1,Boston Brute Squad,-,1,2019-11-20,CLUB_WOMEN
1,2,San Francisco Fury,-,2,2019-11-20,CLUB_WOMEN
2,3,Seattle Riot,-,3,2019-11-20,CLUB_WOMEN
3,4,Washington DC Scandal,-,4,2019-11-20,CLUB_WOMEN
4,5,Denver Molly Brown,-,5,2019-11-20,CLUB_WOMEN
5,6,Toronto 6ixers,-,6,2019-11-20,CLUB_WOMEN
6,7,Portland Schwa,+1,8,2019-11-20,CLUB_WOMEN
7,8,Raleigh Phoenix,+3,11,2019-11-20,CLUB_WOMEN
8,9,Columbus Rival,+1,10,2019-11-20,CLUB_WOMEN
9,10,Chicago Nemesis,-1,9,2019-11-20,CLUB_WOMEN
10,11,Vancouver Traffic,+2,13,2019-11-20,CLUB_WOMEN
11,12,Texas Showdown,+3,15,2019-11-20,CLUB_WOMEN
12,13,San Francisco Nightlock,-6,7,2019-11-20,CLUB_WOMEN
13,14,Atlanta Ozone,-2,12,2019-11-20,CLUB_WOMEN
14,15,Oakland LOL,+1,16,2019-11-20,CLUB_WOMEN
15,16,Washington DC Grit,+1,17,2019-11-20,CLUB_WOMEN
16,17,San Diego Wildfire,-3,14,2019-11-20,CLUB_WOMEN
17,18,Boston Siege,-,18,2019-11-20,CLUB_WOMEN
18,19,Seattle Underground,-,19,2019-11-20,CLUB_WOMEN
19,20,Quebec Iris,-,20,2019-11-20,CLUB_WOMEN
20,21,New York BENT,+2,23,2019-11-20,CLUB_WOMEN
21,22,Florida Tabby Rosa,+2,24,2019-11-20,CLUB_WOMEN
22,23,Vancouver Sneaky House Hippos,,-,2019-11-20,CLUB_WOMEN
23,24,Denver Small Batch,,-,2019-11-20,CLUB_WOMEN
24,25,Minneapolis Pop,-4,21,2019-11-20,CLUB_WOMEN
0,1,Boston Brute Squad,-,1,2019-11-20,CLUB_WOMEN
1,2,San Francisco Fury,-,2,2019-11-20,CLUB_WOMEN
2,3,Seattle Riot,-,3,2019-11-20,CLUB_WOMEN
3,4,Washington DC Scandal,-,4,2019-11-20,CLUB_WOMEN
4,5,Denver Molly Brown,-,5,2019-11-20,CLUB_WOMEN
5,6,Toronto 6ixers,-,6,2019-11-20,CLUB_WOMEN
6,7,San Francisco Nightlock,-,7,2019-11-20,CLUB_WOMEN
7,8,Portland Schwa,-,8,2019-11-20,CLUB_WOMEN
8,9,Chicago Nemesis,-,9,2019-11-20,CLUB_WOMEN
9,10,Columbus Rival,-,10,2019-11-20,CLUB_WOMEN
10,11,Raleigh Phoenix,-,11,2019-11-20,CLUB_WOMEN
11,12,Atlanta Ozone,-,12,2019-11-20,CLUB_WOMEN
12,13,Vancouver Traffic,-,13,2019-11-20,CLUB_WOMEN
13,14,San Diego Wildfire,-,14,2019-11-20,CLUB_WOMEN
14,15,Texas Showdown,-,15,2019-11-20,CLUB_WOMEN
15,16,Oakland LOL,-,16,2019-11-20,CLUB_WOMEN
16,17,Washington DC Grit,-,17,2019-11-20,CLUB_WOMEN
17,18,Boston Siege,-,18,2019-11-20,CLUB_WOMEN
18,19,Seattle Underground,-,19,2019-11-20,CLUB_WOMEN
19,20,Quebec Iris,-,20,2019-11-20,CLUB_WOMEN
20,21,Minneapolis Pop,-,21,2019-11-20,CLUB_WOMEN
21,22,Kansas City Wicked,-,22,2019-11-20,CLUB_WOMEN
22,23,New York BENT,-,23,2019-11-20,CLUB_WOMEN
23,24,Florida Tabby Rosa,-,24,2019-11-20,CLUB_WOMEN
24,25,Madison Heist,-,25,2019-11-20,CLUB_WOMEN
0,1,Boston Brute Squad,,,2019-11-20,CLUB_WOMEN
1,2,San Francisco Fury,,,2019-11-20,CLUB_WOMEN
2,3,Seattle Riot,,,2019-11-20,CLUB_WOMEN
3,4,Washington DC Scandal,,,2019-11-20,CLUB_WOMEN
4,5,Denver Molly Brown,,,2019-11-20,CLUB_WOMEN
5,6,Toronto 6ixers,,,2019-11-20,CLUB_WOMEN
6,7,San Francisco Nightlock,,,2019-11-20,CLUB_WOMEN
7,8,Portland Schwa,,,2019-11-20,CLUB_WOMEN
8,9,Chicago Nemesis,,,2019-11-20,CLUB_WOMEN
9,10,Columbus Rival,,,2019-11-20,CLUB_WOMEN
10,11,Raleigh Phoenix,,,2019-11-20,CLUB_WOMEN
11,12,Atlanta Ozone,,,2019-11-20,CLUB_WOMEN
12,13,Vancouver Traffic,,,2019-11-20,CLUB_WOMEN
13,14,San Diego Wildfire,,,2019-11-20,CLUB_WOMEN
14,15,Texas Showdown,,,2019-11-20,CLUB_WOMEN
15,16,Oakland LOL,,,2019-11-20,CLUB_WOMEN
16,17,Washington DC Grit,,,2019-11-20,CLUB_WOMEN
17,18,Boston Siege,,,2019-11-20,CLUB_WOMEN
18,19,Seattle Underground,,,2019-11-20,CLUB_WOMEN
19,20,Quebec Iris,,,2019-11-20,CLUB_WOMEN
20,21,Minneapolis Pop,,,2019-11-20,CLUB_WOMEN
21,22,Kansas City Wicked,,,2019-11-20,CLUB_WOMEN
22,23,New York BENT,,,2019-11-20,CLUB_WOMEN
23,24,Florida Tabby Rosa,,,2019-11-20,CLUB_WOMEN
24,25,Madison Heist,,,2019-11-20,CLUB_WOMEN
0,1,San Francisco Fury,+1,2,2018-10-26,CLUB_WOMEN
1,2,Boston Brute Squad,-1,1,2018-10-26,CLUB_WOMEN
2,3,Seattle Riot,-,3,2018-10-26,CLUB_WOMEN
3,4,Denver Molly Brown,-,4,2018-10-26,CLUB_WOMEN
4,5,Washington DC Scandal,-,5,2018-10-26,CLUB_WOMEN
5,6,Toronto 6ixers,+2,8,2018-10-26,CLUB_WOMEN
6,7,Atlanta Ozone,-,7,2018-10-26,CLUB_WOMEN
7,8,San Francisco Nightlock,-2,6,2018-10-26,CLUB_WOMEN
8,9,Portland Schwa,+4,13,2018-10-26,CLUB_WOMEN
9,10,Chicago Nemesis,-,10,2018-10-26,CLUB_WOMEN
10,11,Columbus Rival,-,11,2018-10-26,CLUB_WOMEN
11,12,Vancouver Traffic,+2,14,2018-10-26,CLUB_WOMEN
12,13,Raleigh Phoenix,-4,9,2018-10-26,CLUB_WOMEN
13,14,San Diego Wildfire,+4,18,2018-10-26,CLUB_WOMEN
14,15,Madison Heist,-3,12,2018-10-26,CLUB_WOMEN
15,16,Minneapolis Pop,-1,15,2018-10-26,CLUB_WOMEN
16,17,Washington DC Grit,-1,16,2018-10-26,CLUB_WOMEN
17,18,Texas Showdown,-1,17,2018-10-26,CLUB_WOMEN
18,19,Ottawa Stella,-,19,2018-10-26,CLUB_WOMEN
19,20,Kansas City Wicked,-,20,2018-10-26,CLUB_WOMEN
20,21,New York BENT,-,21,2018-10-26,CLUB_WOMEN
21,22,Boston Siege,-,22,2018-10-26,CLUB_WOMEN
22,23,Denver Small Batch,-,23,2018-10-26,CLUB_WOMEN
23,24,Salt Lake City Elevate,-,24,2018-10-26,CLUB_WOMEN
24,25,Seattle Underground,-,25,2018-10-26,CLUB_WOMEN
0,1,Boston Brute Squad,-,1,2018-10-26,CLUB_WOMEN
1,2,San Francisco Fury,-,2,2018-10-26,CLUB_WOMEN
2,3,Seattle Riot,-,3,2018-10-26,CLUB_WOMEN
3,4,Denver Molly Brown,-,4,2018-10-26,CLUB_WOMEN
4,5,Washington DC Scandal,-,5,2018-10-26,CLUB_WOMEN
5,6,San Francisco Nightlock,+1,7,2018-10-26,CLUB_WOMEN
6,7,Atlanta Ozone,+2,9,2018-10-26,CLUB_WOMEN
7,8,Toronto 6ixers,-,8,2018-10-26,CLUB_WOMEN
8,9,Raleigh Phoenix,-3,6,2018-10-26,CLUB_WOMEN
9,10,Chicago Nemesis,+1,11,2018-10-26,CLUB_WOMEN
10,11,Columbus Rival,+1,12,2018-10-26,CLUB_WOMEN
11,12,Madison Heist,+1,13,2018-10-26,CLUB_WOMEN
12,13,Portland Schwa,+5,18,2018-10-26,CLUB_WOMEN
13,14,Vancouver Traffic,-4,10,2018-10-26,CLUB_WOMEN
14,15,Minneapolis Pop,-1,14,2018-10-26,CLUB_WOMEN
15,16,Washington DC Grit,-1,15,2018-10-26,CLUB_WOMEN
16,17,Texas Showdown,-1,16,2018-10-26,CLUB_WOMEN
17,18,San Diego Wildfire,-1,17,2018-10-26,CLUB_WOMEN
18,19,Ottawa Stella,+4,23,2018-10-26,CLUB_WOMEN
19,20,Kansas City Wicked,-,20,2018-10-26,CLUB_WOMEN
20,21,New York BENT,-,21,2018-10-26,CLUB_WOMEN
21,22,Boston Siege,-,22,2018-10-26,CLUB_WOMEN
22,23,Denver Small Batch,+1,24,2018-10-26,CLUB_WOMEN
23,24,Salt Lake City Elevate,,-,2018-10-26,CLUB_WOMEN
24,25,Seattle Underground,-6,19,2018-10-26,CLUB_WOMEN
0,1,Boston Brute Squad,-,1,2018-10-26,CLUB_WOMEN
1,2,San Francisco Fury,-,2,2018-10-26,CLUB_WOMEN
2,3,Seattle Riot,-,3,2018-10-26,CLUB_WOMEN
3,4,Denver Molly Brown,-,4,2018-10-26,CLUB_WOMEN
4,5,Washington DC Scandal,-,5,2018-10-26,CLUB_WOMEN
5,6,Raleigh Phoenix,-,6,2018-10-26,CLUB_WOMEN
6,7,San Francisco Nightlock,-,7,2018-10-26,CLUB_WOMEN
7,8,Toronto 6ixers,-,8,2018-10-26,CLUB_WOMEN
8,9,Atlanta Ozone,-,9,2018-10-26,CLUB_WOMEN
9,10,Vancouver Traffic,-,10,2018-10-26,CLUB_WOMEN
10,11,Chicago Nemesis,-,11,2018-10-26,CLUB_WOMEN
11,12,Columbus Rival,-,12,2018-10-26,CLUB_WOMEN
12,13,Madison Heist,-,13,2018-10-26,CLUB_WOMEN
13,14,Minneapolis Pop,-,14,2018-10-26,CLUB_WOMEN
14,15,Washington DC Grit,-,15,2018-10-26,CLUB_WOMEN
15,16,Texas Showdown,-,16,2018-10-26,CLUB_WOMEN
16,17,San Diego Wildfire,-,17,2018-10-26,CLUB_WOMEN
17,18,Portland Schwa,-,18,2018-10-26,CLUB_WOMEN
18,19,Seattle Underground,-,19,2018-10-26,CLUB_WOMEN
19,20,Kansas City Wicked,-,20,2018-10-26,CLUB_WOMEN
20,21,New York BENT,-,21,2018-10-26,CLUB_WOMEN
21,22,Boston Siege,-,22,2018-10-26,CLUB_WOMEN
22,23,Ottawa Stella,-,23,2018-10-26,CLUB_WOMEN
23,24,Denver Small Batch,-,24,2018-10-26,CLUB_WOMEN
24,25,Oakland LOL,-,25,2018-10-26,CLUB_WOMEN
0,1,Boston Brute Squad,-,1,2018-10-26,CLUB_WOMEN
1,2,San Francisco Fury,-,2,2018-10-26,CLUB_WOMEN
2,3,Seattle Riot,-,3,2018-10-26,CLUB_WOMEN
3,4,Denver Molly Brown,-,4,2018-10-26,CLUB_WOMEN
4,5,Washington DC Scandal,-,5,2018-10-26,CLUB_WOMEN
5,6,Raleigh Phoenix,-,6,2018-10-26,CLUB_WOMEN
6,7,San Francisco Nightlock,-,7,2018-10-26,CLUB_WOMEN
7,8,Toronto 6ixers,-,8,2018-10-26,CLUB_WOMEN
8,9,Atlanta Ozone,-,9,2018-10-26,CLUB_WOMEN
9,10,Vancouver Traffic,-,10,2018-10-26,CLUB_WOMEN
10,11,Chicago Nemesis,-,11,2018-10-26,CLUB_WOMEN
11,12,Columbus Rival,-,12,2018-10-26,CLUB_WOMEN
12,13,Madison Heist,-,13,2018-10-26,CLUB_WOMEN
13,14,Minneapolis Pop,-,14,2018-10-26,CLUB_WOMEN
14,15,Washington DC Grit,-,15,2018-10-26,CLUB_WOMEN
15,16,Texas Showdown,-,16,2018-10-26,CLUB_WOMEN
16,17,San Diego Wildfire,-,17,2018-10-26,CLUB_WOMEN
17,18,Portland Schwa,-,18,2018-10-26,CLUB_WOMEN
18,19,Seattle Underground,-,19,2018-10-26,CLUB_WOMEN
19,20,Kansas City Wicked,-,20,2018-10-26,CLUB_WOMEN
20,21,New York BENT,-,21,2018-10-26,CLUB_WOMEN
21,22,Boston Siege,-,22,2018-10-26,CLUB_WOMEN
22,23,Ottawa Stella,-,23,2018-10-26,CLUB_WOMEN
23,24,Denver Small Batch,-,24,2018-10-26,CLUB_WOMEN
24,25,Oakland LOL,-,25,2018-10-26,CLUB_WOMEN
0,1,Boston Brute Squad,-,1,2018-10-26,CLUB_WOMEN
1,2,San Francisco Fury,-,2,2018-10-26,CLUB_WOMEN
2,3,Seattle Riot,-,3,2018-10-26,CLUB_WOMEN
3,4,Denver Molly Brown,-,4,2018-10-26,CLUB_WOMEN
4,5,Washington DC Scandal,-,5,2018-10-26,CLUB_WOMEN
5,6,Raleigh Phoenix,-,6,2018-10-26,CLUB_WOMEN
6,7,San Francisco Nightlock,-,7,2018-10-26,CLUB_WOMEN
7,8,Toronto 6ixers,+1,9,2018-10-26,CLUB_WOMEN
8,9,Atlanta Ozone,-1,8,2018-10-26,CLUB_WOMEN
9,10,Vancouver Traffic,-,10,2018-10-26,CLUB_WOMEN
10,11,Chicago Nemesis,-,11,2018-10-26,CLUB_WOMEN
11,12,Columbus Rival,-,12,2018-10-26,CLUB_WOMEN
