,Rank,Team,Change,Prior,Date,Division
6,7,St. Olaf,-,7,6/7/19,D3_WOMEN
7,8,RPI,-,8,6/7/19,D3_WOMEN
8,9,Truman State,-,9,6/7/19,D3_WOMEN
9,10,Wesleyan,-,10,6/7/19,D3_WOMEN
10,11,Amherst,-,11,6/7/19,D3_WOMEN
11,12,Portland,-,12,6/7/19,D3_WOMEN
12,13,Puget Sound,-,13,6/7/19,D3_WOMEN
13,14,Georgia College,-,14,6/7/19,D3_WOMEN
14,15,Winona State,-,15,6/7/19,D3_WOMEN
15,16,Catholic University,-,16,6/7/19,D3_WOMEN
16,17,Lewis and Clark,-,17,6/7/19,D3_WOMEN
17,18,Trinity,-,18,6/7/19,D3_WOMEN
18,19,John Brown,-,19,6/7/19,D3_WOMEN
19,20,Pacific Lutheran,-,20,6/7/19,D3_WOMEN
20,21,Colby,-,21,6/7/19,D3_WOMEN
21,22,Missouri S&T,-,22,6/7/19,D3_WOMEN
22,23,Wellesley,-,23,6/7/19,D3_WOMEN
23,24,Michigan Tech,-,24,6/7/19,D3_WOMEN
24,25,Smith,-,25,6/7/19,D3_WOMEN
0,1,Bates,-,1,6/7/19,D3_WOMEN
1,2,Williams,-,2,6/7/19,D3_WOMEN
2,3,Lehigh,1,4,6/7/19,D3_WOMEN
3,4,Mount Holyoke,3,7,6/7/19,D3_WOMEN
4,5,Oberlin,-2,3,6/7/19,D3_WOMEN
5,6,Carleton Eclipse,,-,6/7/19,D3_WOMEN
6,7,St. Olaf,-2,5,6/7/19,D3_WOMEN
7,8,RPI,-2,6,6/7/19,D3_WOMEN
8,9,Truman State,-1,8,6/7/19,D3_WOMEN
9,10,Wesleyan,-1,9,6/7/19,D3_WOMEN
10,11,Amherst,-1,10,6/7/19,D3_WOMEN
11,12,Portland,-1,11,6/7/19,D3_WOMEN
12,13,Puget Sound,-1,12,6/7/19,D3_WOMEN
13,14,Georgia College,-,14,6/7/19,D3_WOMEN
14,15,Winona State,6,21,6/7/19,D3_WOMEN
15,16,Catholic University,-3,13,6/7/19,D3_WOMEN
16,17,Lewis and Clark,-2,15,6/7/19,D3_WOMEN
17,18,Trinity,-2,16,6/7/19,D3_WOMEN
18,19,John Brown,1,20,6/7/19,D3_WOMEN
19,20,Pacific Lutheran,-3,17,6/7/19,D3_WOMEN
20,21,Colby,3,24,6/7/19,D3_WOMEN
21,22,Missouri S&T,3,25,6/7/19,D3_WOMEN
22,23,Wellesley,,-,6/7/19,D3_WOMEN
23,24,Michigan Tech,,-,6/7/19,D3_WOMEN
24,25,Smith,,-,6/7/19,D3_WOMEN
0,1,Bates,-,1,6/7/19,D3_WOMEN
1,2,Williams,-,2,6/7/19,D3_WOMEN
2,3,Oberlin,-,3,6/7/19,D3_WOMEN
3,4,Lehigh,-,4,6/7/19,D3_WOMEN
4,5,St. Olaf,-,5,6/7/19,D3_WOMEN
5,6,RPI,-,6,6/7/19,D3_WOMEN
6,7,Mount Holyoke,-,7,6/7/19,D3_WOMEN
7,8,Truman State,9,17,6/7/19,D3_WOMEN
8,9,Wesleyan,-1,8,6/7/19,D3_WOMEN
9,10,Amherst,-1,9,6/7/19,D3_WOMEN
10,11,Portland,-1,10,6/7/19,D3_WOMEN
11,12,Puget Sound,-1,11,6/7/19,D3_WOMEN
12,13,Catholic University,-1,12,6/7/19,D3_WOMEN
13,14,Georgia College,-1,13,6/7/19,D3_WOMEN
14,15,Lewis and Clark,-1,14,6/7/19,D3_WOMEN
15,16,Trinity,-1,15,6/7/19,D3_WOMEN
16,17,Pacific Lutheran,-1,16,6/7/19,D3_WOMEN
17,18,Rice,-,18,6/7/19,D3_WOMEN
18,19,North Park,-,19,6/7/19,D3_WOMEN
19,20,John Brown,4,24,6/7/19,D3_WOMEN
20,21,Winona State,-1,20,6/7/19,D3_WOMEN
21,22,Xavier,,-,6/7/19,D3_WOMEN
22,23,Middlebury,-2,21,6/7/19,D3_WOMEN
23,24,Colby,,-,6/7/19,D3_WOMEN
24,25,Missouri S&T,,-,6/7/19,D3_WOMEN
0,1,Bates,-,1,6/7/19,D3_WOMEN
1,2,Williams,-,2,6/7/19,D3_WOMEN
2,3,Oberlin,3,6,6/7/19,D3_WOMEN
3,4,Lehigh,-,4,6/7/19,D3_WOMEN
4,5,St. Olaf,-,5,6/7/19,D3_WOMEN
5,6,RPI,1,7,6/7/19,D3_WOMEN
6,7,Mount Holyoke,1,8,6/7/19,D3_WOMEN
7,8,Wesleyan,1,9,6/7/19,D3_WOMEN
8,9,Amherst,1,10,6/7/19,D3_WOMEN
9,10,Portland,11,21,6/7/19,D3_WOMEN
10,11,Puget Sound,-8,3,6/7/19,D3_WOMEN
11,12,Catholic University,-1,11,6/7/19,D3_WOMEN
12,13,Georgia College,-,13,6/7/19,D3_WOMEN
13,14,Lewis and Clark,5,19,6/7/19,D3_WOMEN
14,15,Trinity,-1,14,6/7/19,D3_WOMEN
15,16,Pacific Lutheran,-4,12,6/7/19,D3_WOMEN
16,17,Truman State,-2,15,6/7/19,D3_WOMEN
17,18,Rice,-2,16,6/7/19,D3_WOMEN
18,19,North Park,-2,17,6/7/19,D3_WOMEN
19,20,Winona State,-2,18,6/7/19,D3_WOMEN
20,21,Middlebury,-1,20,6/7/19,D3_WOMEN
21,22,Air Force,-,22,6/7/19,D3_WOMEN
22,23,Hamilton,-,23,6/7/19,D3_WOMEN
23,24,John Brown,-,24,6/7/19,D3_WOMEN
24,25,Carleton Eclipse,-,25,6/7/19,D3_WOMEN
0,1,Bates,-,1,6/7/19,D3_WOMEN
1,2,Williams,-,2,6/7/19,D3_WOMEN
2,3,Puget Sound,-,3,6/7/19,D3_WOMEN
3,4,Lehigh,-,4,6/7/19,D3_WOMEN
4,5,St. Olaf,-,5,6/7/19,D3_WOMEN
5,6,Oberlin,-,6,6/7/19,D3_WOMEN
6,7,RPI,-,7,6/7/19,D3_WOMEN
7,8,Mount Holyoke,-,8,6/7/19,D3_WOMEN
8,9,Wesleyan,-,9,6/7/19,D3_WOMEN
9,10,Amherst,-,10,6/7/19,D3_WOMEN
10,11,Catholic University,-,11,6/7/19,D3_WOMEN
11,12,Pacific Lutheran,-,12,6/7/19,D3_WOMEN
12,13,Georgia College,-,13,6/7/19,D3_WOMEN
13,14,Trinity,-,14,6/7/19,D3_WOMEN
14,15,Truman State,-,15,6/7/19,D3_WOMEN
15,16,Rice,-,16,6/7/19,D3_WOMEN
16,17,North Park,-,17,6/7/19,D3_WOMEN
17,18,Winona State,-,18,6/7/19,D3_WOMEN
18,19,Lewis and Clark,-,19,6/7/19,D3_WOMEN
19,20,Middlebury,-,20,6/7/19,D3_WOMEN
20,21,Portland,-,21,6/7/19,D3_WOMEN
21,22,Air Force,-,22,6/7/19,D3_WOMEN
22,23,Hamilton,-,23,6/7/19,D3_WOMEN
23,24,John Brown,-,24,6/7/19,D3_WOMEN
24,25,Carleton Eclipse,-,25,6/7/19,D3_WOMEN
0,1,Bates,-,1,6/7/19,D3_WOMEN
1,2,Williams,-,2,6/7/19,D3_WOMEN
2,3,Puget Sound,-,3,6/7/19,D3_WOMEN
3,4,Lehigh,-,4,6/7/19,D3_WOMEN
4,5,St. Olaf,-,5,6/7/19,D3_WOMEN
5,6,Oberlin,-,6,6/7/19,D3_WOMEN
6,7,RPI,-,7,6/7/19,D3_WOMEN
7,8,Mount Holyoke,-,8,6/7/19,D3_WOMEN
8,9,Wesleyan,-,9,6/7/19,D3_WOMEN
9,10,Amherst,-,10,6/7/19,D3_WOMEN
10,11,Catholic University,1,12,6/7/19,D3_WOMEN
11,12,Pacific Lutheran,2,14,6/7/19,D3_WOMEN
12,13,Georgia College,-,13,6/7/19,D3_WOMEN
13,14,Trinity,,-,6/7/19,D3_WOMEN
14,15,Truman State,-,15,6/7/19,D3_WOMEN
15,16,Rice,-5,11,6/7/19,D3_WOMEN
16,17,North Park,-1,16,6/7/19,D3_WOMEN
17,18,Winona State,-,18,6/7/19,D3_WOMEN
18,19,Lewis and Clark,5,24,6/7/19,D3_WOMEN
19,20,Middlebury,-1,19,6/7/19,D3_WOMEN
20,21,Portland,,-,6/7/19,D3_WOMEN
21,22,Air Force,-2,20,6/7/19,D3_WOMEN
22,23,Hamilton,-2,21,6/7/19,D3_WOMEN
23,24,John Brown,-2,22,6/7/19,D3_WOMEN
24,25,Carleton Eclipse,-2,23,6/7/19,D3_WOMEN
0,1,Bates,-,1,6/7/19,D3_WOMEN
1,2,Williams,-,2,6/7/19,D3_WOMEN
2,3,Puget Sound,-,3,6/7/19,D3_WOMEN
3,4,Lehigh,-,4,6/7/19,D3_WOMEN
4,5,St. Olaf,-,5,6/7/19,D3_WOMEN
5,6,Oberlin,-,6,6/7/19,D3_WOMEN
6,7,RPI,-,7,6/7/19,D3_WOMEN
7,8,Mount Holyoke,-,8,6/7/19,D3_WOMEN
8,9,Wesleyan,-,9,6/7/19,D3_WOMEN
9,10,Amherst,-,10,6/7/19,D3_WOMEN
10,11,Rice,-,11,6/7/19,D3_WOMEN
11,12,Catholic University,-,12,6/7/19,D3_WOMEN
12,13,Georgia College,-,13,6/7/19,D3_WOMEN
13,14,Pacific Lutheran,-,14,6/7/19,D3_WOMEN
14,15,Truman State,-,15,6/7/19,D3_WOMEN
15,16,North Park,-,16,6/7/19,D3_WOMEN
16,17,Claremont,-,17,6/7/19,D3_WOMEN
17,18,Winona State,-,18,6/7/19,D3_WOMEN
18,19,Middlebury,-,19,6/7/19,D3_WOMEN
19,20,Air Force,-,20,6/7/19,D3_WOMEN
20,21,Hamilton,-,21,6/7/19,D3_WOMEN
21,22,John Brown,-,22,6/7/19,D3_WOMEN
22,23,Carleton Eclipse,-,23,6/7/19,D3_WOMEN
23,24,Lewis and Clark,-,24,6/7/19,D3_WOMEN
24,25,Haverford and Bryn Mawr,-,25,6/7/19,D3_WOMEN
0,1,Bates,-,1,6/7/19,D3_WOMEN
1,2,Williams,-,2,6/7/19,D3_WOMEN
2,3,Puget Sound,-,3,6/7/19,D3_WOMEN
3,4,Lehigh,-,4,6/7/19,D3_WOMEN
4,5,St. Olaf,-,5,6/7/19,D3_WOMEN
5,6,Oberlin,-,6,6/7/19,D3_WOMEN
6,7,RPI,-,7,6/7/19,D3_WOMEN
7,8,Mount Holyoke,-,8,6/7/19,D3_WOMEN
8,9,Wesleyan,-,9,6/7/19,D3_WOMEN
9,10,Amherst,-,10,6/7/19,D3_WOMEN
10,11,Rice,-,11,6/7/19,D3_WOMEN
11,12,Catholic University,-,12,6/7/19,D3_WOMEN
12,13,Georgia College,-,13,6/7/19,D3_WOMEN
13,14,Pacific Lutheran,-,14,6/7/19,D3_WOMEN
14,15,Truman State,-,15,6/7/19,D3_WOMEN
15,16,North Park,-,16,6/7/19,D3_WOMEN
16,17,Claremont,-,17,6/7/19,D3_WOMEN
17,18,Winona State,-,18,6/7/19,D3_WOMEN
18,19,Middlebury,-,19,6/7/19,D3_WOMEN
19,20,Air Force,-,20,6/7/19,D3_WOMEN
20,21,Hamilton,-,21,6/7/19,D3_WOMEN
21,22,John Brown,-,22,6/7/19,D3_WOMEN
22,23,Carleton Eclipse,-,23,6/7/19,D3_WOMEN
23,24,Lewis and Clark,-,24,6/7/19,D3_WOMEN
24,25,Haverford and Bryn Mawr,-,25,6/7/19,D3_WOMEN
0,1,Bates,,,6/7/19,D3_WOMEN
1,2,Williams,,,6/7/19,D3_WOMEN
2,3,Puget Sound,,,6/7/19,D3_WOMEN
3,4,Lehigh,,,6/7/19,D3_WOMEN
4,5,St. Olaf,,,6/7/19,D3_WOMEN
5,6,Oberlin,,,6/7/19,D3_WOMEN
6,7,RPI,,,6/7/19,D3_WOMEN
7,8,Mount Holyoke,,,6/7/19,D3_WOMEN
8,9,Wesleyan,,,6/7/19,D3_WOMEN
9,10,Amherst,,,6/7/19,D3_WOMEN
10,11,Rice,,,6/7/19,D3_WOMEN
11,12,Catholic University,,,6/7/19,D3_WOMEN
12,13,Georgia College,,,6/7/19,D3_WOMEN
13,14,Pacific Lutheran,,,6/7/19,D3_WOMEN
14,15,Truman State,,,6/7/19,D3_WOMEN
15,16,North Park,,,6/7/19,D3_WOMEN
16,17,Claremont,,,6/7/19,D3_WOMEN
17,18,Winona State,,,6/7/19,D3_WOMEN
18,19,Middlebury,,,6/7/19,D3_WOMEN
19,20,Air Force,,,6/7/19,D3_WOMEN
20,21,Hamilton,,,6/7/19,D3_WOMEN
21,22,John Brown,,,6/7/19,D3_WOMEN
22,23,Carleton Eclipse,,,6/7/19,D3_WOMEN
23,24,Lewis and Clark,,,6/7/19,D3_WOMEN
24,25,Haverford and Bryn Mawr,,,6/7/19,D3_WOMEN
0,1,Williams,1,2,5/9/18,D3_WOMEN
1,2,Bates,-1,1,5/9/18,D3_WOMEN
2,3,Puget Sound,-,3,5/9/18,D3_WOMEN
3,4,Oberlin,8,12,5/9/18,D3_WOMEN
4,5,Wesleyan,6,11,5/9/18,D3_WOMEN
5,6,RPI,2,8,5/9/18,D3_WOMEN
6,7,Amherst,-,7,5/9/18,D3_WOMEN
7,8,Lehigh,-3,5,5/9/18,D3_WOMEN
8,9,Mount Holyoke,-5,4,5/9/18,D3_WOMEN
9,10,Georgia College,-4,6,5/9/18,D3_WOMEN
10,11,Rice,-2,9,5/9/18,D3_WOMEN
11,12,St. Olaf,3,15,5/9/18,D3_WOMEN
12,13,Middlebury,7,20,5/9/18,D3_WOMEN
13,14,Pacific Lutheran,-4,10,5/9/18,D3_WOMEN
14,15,North Park,2,17,5/9/18,D3_WOMEN
15,16,Truman State,3,19,5/9/18,D3_WOMEN
16,17,Bowdoin,-4,13,5/9/18,D3_WOMEN
17,18,John Brown,5,23,5/9/18,D3_WOMEN
18,19,Winona State,,-,5/9/18,D3_WOMEN
19,20,Carleton Eclipse,-6,14,5/9/18,D3_WOMEN
20,21,Brandeis,,-,5/9/18,D3_WOMEN
21,22,Hamilton,,-,5/9/18,D3_WOMEN
22,23,SUNY Geneseo,-1,22,5/9/18,D3_WOMEN
23,24,Lewis and Clark,-,24,5/9/18,D3_WOMEN
24,25,Catholic University,-,25,5/9/18,D3_WOMEN
0,1,Bates,-,1,5/9/18,D3_WOMEN
1,2,Williams,-,2,5/9/18,D3_WOMEN
2,3,Puget Sound,-,3,5/9/18,D3_WOMEN
3,4,Mount Holyoke,2,6,5/9/18,D3_WOMEN
4,5,Lehigh,3,8,5/9/18,D3_WOMEN
5,6,Georgia College,-2,4,5/9/18,D3_WOMEN
6,7,Amherst,-2,5,5/9/18,D3_WOMEN
7,8,RPI,13,21,5/9/18,D3_WOMEN
8,9,Rice,,-,5/9/18,D3_WOMEN
9,10,Pacific Lutheran,4,14,5/9/18,D3_WOMEN
10,11,Wesleyan,-,11,5/9/18,D3_WOMEN
11,12,Oberlin,5,17,5/9/18,D3_WOMEN
12,13,Bowdoin,-,13,5/9/18,D3_WOMEN
13,14,Carleton Eclipse,-4,10,5/9/18,D3_WOMEN
14,15,St. Olaf,1,16,5/9/18,D3_WOMEN
15,16,Skidmore,-4,12,5/9/18,D3_WOMEN
16,17,North Park,1,18,5/9/18,D3_WOMEN
17,18,Swarthmore,,-,5/9/18,D3_WOMEN
18,19,Truman State,-4,15,5/9/18,D3_WOMEN
19,20,Middlebury,-11,9,5/9/18,D3_WOMEN
20,21,Grinnell,-2,19,5/9/18,D3_WOMEN
21,22,SUNY Geneseo,2,24,5/9/18,D3_WOMEN
22,23,John Brown,-16,7,5/9/18,D3_WOMEN
23,24,Lewis and Clark,1,25,5/9/18,D3_WOMEN
24,25,Catholic University,,-,5/9/18,D3_WOMEN
0,1,Bates,1,2,5/9/18,D3_WOMEN
1,2,Williams,-1,1,5/9/18,D3_WOMEN
2,3,Puget Sound,-,3,5/9/18,D3_WOMEN
3,4,Georgia College,1,5,5/9/18,D3_WOMEN
4,5,Amherst,3,8,5/9/18,D3_WOMEN
5,6,Mount Holyoke,-2,4,5/9/18,D3_WOMEN
6,7,John Brown,-1,6,5/9/18,D3_WOMEN
7,8,Lehigh,9,17,5/9/18,D3_WOMEN
8,9,Middlebury,10,19,5/9/18,D3_WOMEN
9,10,Carleton Eclipse,-,10,5/9/18,D3_WOMEN
10,11,Wesleyan,-4,7,5/9/18,D3_WOMEN
11,12,Skidmore,1,13,5/9/18,D3_WOMEN
12,13,Bowdoin,-4,9,5/9/18,D3_WOMEN
13,14,Pacific Lutheran,-,14,5/9/18,D3_WOMEN
14,15,Truman State,-4,11,5/9/18,D3_WOMEN
15,16,St. Olaf,-1,15,5/9/18,D3_WOMEN
16,17,Oberlin,5,22,5/9/18,D3_WOMEN
17,18,North Park,-2,16,5/9/18,D3_WOMEN
18,19,Grinnell,-1,18,5/9/18,D3_WOMEN
19,20,Dickinson,-8,12,5/9/18,D3_WOMEN
20,21,RPI,,-,5/9/18,D3_WOMEN
21,22,Colby,2,24,5/9/18,D3_WOMEN
22,23,Claremont,-2,21,5/9/18,D3_WOMEN
23,24,SUNY Geneseo,,-,5/9/18,D3_WOMEN
24,25,Lewis and Clark,-2,23,5/9/18,D3_WOMEN
0,1,Williams,-,1,5/9/18,D3_WOMEN
1,2,Bates,-,2,5/9/18,D3_WOMEN
2,3,Puget Sound,-,3,5/9/18,D3_WOMEN
3,4,Mount Holyoke,1,5,5/9/18,D3_WOMEN
4,5,Georgia College,-1,4,5/9/18,D3_WOMEN
5,6,John Brown,1,7,5/9/18,D3_WOMEN
6,7,Wesleyan,1,8,5/9/18,D3_WOMEN
7,8,Amherst,1,9,5/9/18,D3_WOMEN
8,9,Bowdoin,1,10,5/9/18,D3_WOMEN
9,10,Carleton Eclipse,2,12,5/9/18,D3_WOMEN
10,11,Truman State,2,13,5/9/18,D3_WOMEN
11,12,Dickinson,2,14,5/9/18,D3_WOMEN
12,13,Skidmore,-2,11,5/9/18,D3_WOMEN
13,14,Pacific Lutheran,1,15,5/9/18,D3_WOMEN
14,15,St. Olaf,1,16,5/9/18,D3_WOMEN
15,16,North Park,3,19,5/9/18,D3_WOMEN
16,17,Lehigh,5,22,5/9/18,D3_WOMEN
17,18,Grinnell,2,20,5/9/18,D3_WOMEN
18,19,Middlebury,,-,5/9/18,D3_WOMEN
19,20,Swarthmore,-2,18,5/9/18,D3_WOMEN
20,21,Claremont,-4,17,5/9/18,D3_WOMEN
21,22,Oberlin,,-,5/9/18,D3_WOMEN
22,23,Lewis and Clark,-2,21,5/9/18,D3_WOMEN
23,24,Colby,-1,23,5/9/18,D3_WOMEN
24,25,Brandeis,-1,24,5/9/18,D3_WOMEN
0,1,Williams,-,1,5/9/18,D3_WOMEN
1,2,Bates,-,2,5/9/18,D3_WOMEN
2,3,Puget Sound,-,3,5/9/18,D3_WOMEN
3,4,Georgia College,-,4,5/9/18,D3_WOMEN
4,5,Mount Holyoke,-,5,5/9/18,D3_WOMEN
5,6,Valparaiso,-,6,5/9/18,D3_WOMEN
6,7,John Brown,-,7,5/9/18,D3_WOMEN
7,8,Wesleyan,-,8,5/9/18,D3_WOMEN
8,9,Amherst,-,9,5/9/18,D3_WOMEN
9,10,Bowdoin,-,10,5/9/18,D3_WOMEN
10,11,Skidmore,-,11,5/9/18,D3_WOMEN
11,12,Carleton Eclipse,-,12,5/9/18,D3_WOMEN
12,13,Truman State,-,13,5/9/18,D3_WOMEN
13,14,Dickinson,-,14,5/9/18,D3_WOMEN
14,15,Pacific Lutheran,-,15,5/9/18,D3_WOMEN
15,16,St. Olaf,-,16,5/9/18,D3_WOMEN
16,17,Claremont,-,17,5/9/18,D3_WOMEN
17,18,Swarthmore,-,18,5/9/18,D3_WOMEN
18,19,North Park,-,19,5/9/18,D3_WOMEN
19,20,Grinnell,,-,5/9/18,D3_WOMEN
20,21,Lewis and Clark,-1,20,5/9/18,D3_WOMEN
21,22,Lehigh,-1,21,5/9/18,D3_WOMEN
22,23,Colby,-1,22,5/9/18,D3_WOMEN
23,24,Brandeis,,-,5/9/18,D3_WOMEN
24,25,St. Benedict,-2,23,5/9/18,D3_WOMEN
0,1,Williams,-,1,5/9/18,D3_WOMEN
1,2,Bates,-,2,5/9/18,D3_WOMEN
2,3,Puget Sound,-,3,5/9/18,D3_WOMEN
3,4,Georgia College,-,4,5/9/18,D3_WOMEN
4,5,Mount Holyoke,-,5,5/9/18,D3_WOMEN
5,6,Valparaiso,-,6,5/9/18,D3_WOMEN
6,7,John Brown,-,7,5/9/18,D3_WOMEN
7,8,Wesleyan,-,8,5/9/18,D3_WOMEN
8,9,Amherst,-,9,5/9/18,D3_WOMEN
9,10,Bowdoin,-,10,5/9/18,D3_WOMEN
10,11,Skidmore,-,11,5/9/18,D3_WOMEN
11,12,Carleton Eclipse,-,12,5/9/18,D3_WOMEN
12,13,Truman State,-,13,5/9/18,D3_WOMEN
13,14,Dickinson,-,14,5/9/18,D3_WOMEN
14,15,Pacific Lutheran,-,15,5/9/18,D3_WOMEN
15,16,St. Olaf,-,16,5/9/18,D3_WOMEN
16,17,Claremont,-,17,5/9/18,D3_WOMEN
17,18,Swarthmore,-,18,5/9/18,D3_WOMEN
18,19,North Park,-,19,5/9/18,D3_WOMEN
19,20,Lewis and Clark,-,20,5/9/18,D3_WOMEN
20,21,Lehigh,-,21,5/9/18,D3_WOMEN
21,22,Colby,-,22,5/9/18,D3_WOMEN
22,23,St. Benedict,-,23,5/9/18,D3_WOMEN
23,24,SUNY Geneseo,-,24,5/9/18,D3_WOMEN
24,25,Oberlin,-,25,5/9/18,D3_WOMEN
0,1,Williams,-,1,5/9/18,D3_WOMEN
1,2,Bates,-,2,5/9/18,D3_WOMEN
2,3,Puget Sound,1,4,5/9/18,D3_WOMEN
3,4,Georgia College,1,5,5/9/18,D3_WOMEN
4,5,Mount Holyoke,1,6,5/9/18,D3_WOMEN
5,6,Valparaiso,1,7,5/9/18,D3_WOMEN
6,7,John Brown,1,8,5/9/18,D3_WOMEN
7,8,Wesleyan,1,9,5/9/18,D3_WOMEN
8,9,Amherst,1,10,5/9/18,D3_WOMEN
9,10,Bowdoin,1,11,5/9/18,D3_WOMEN
10,11,Skidmore,1,12,5/9/18,D3_WOMEN
11,12,Carleton Eclipse,1,13,5/9/18,D3_WOMEN
12,13,Truman State,5,18,5/9/18,D3_WOMEN
13,14,Dickinson,1,15,5/9/18,D3_WOMEN
14,15,Pacific Lutheran,1,16,5/9/18,D3_WOMEN
15,16,St. Olaf,-13,3,5/9/18,D3_WOMEN
16,17,Claremont,-,17,5/9/18,D3_WOMEN
17,18,Swarthmore,1,19,5/9/18,D3_WOMEN
18,19,North Park,,-,5/9/18,D3_WOMEN
19,20,Lewis and Clark,-,20,5/9/18,D3_WOMEN
20,21,Lehigh,-,21,5/9/18,D3_WOMEN
21,22,Colby,,-,5/9/18,D3_WOMEN
22,23,St. Benedict,,-,5/9/18,D3_WOMEN
23,24,SUNY Geneseo,-2,22,5/9/18,D3_WOMEN
24,25,Oberlin,-2,23,5/9/18,D3_WOMEN
0,1,Williams,-,1,5/9/18,D3_WOMEN
1,2,Bates,-,2,5/9/18,D3_WOMEN
2,3,St. Olaf,-,3,5/9/18,D3_WOMEN
3,4,Puget Sound,-,4,5/9/18,D3_WOMEN
4,5,Georgia College,1,6,5/9/18,D3_WOMEN
5,6,Mount Holyoke,1,7,5/9/18,D3_WOMEN
6,7,Valparaiso,4,11,5/9/18,D3_WOMEN
7,8,John Brown,4,12,5/9/18,D3_WOMEN
8,9,Wesleyan,1,10,5/9/18,D3_WOMEN
9,10,Amherst,7,17,5/9/18,D3_WOMEN
10,11,Bowdoin,-6,5,5/9/18,D3_WOMEN
11,12,Skidmore,-4,8,5/9/18,D3_WOMEN
12,13,Carleton Eclipse,1,14,5/9/18,D3_WOMEN
13,14,Grinnell,-1,13,5/9/18,D3_WOMEN
14,15,Dickinson,,-,5/9/18,D3_WOMEN
15,16,Pacific Lutheran,2,18,5/9/18,D3_WOMEN
16,17,Claremont,-1,16,5/9/18,D3_WOMEN
17,18,Truman State,1,19,5/9/18,D3_WOMEN
18,19,Swarthmore,,-,5/9/18,D3_WOMEN
19,20,Lewis and Clark,2,22,5/9/18,D3_WOMEN
20,21,Lehigh,-6,15,5/9/18,D3_WOMEN
21,22,SUNY Geneseo,-13,9,5/9/18,D3_WOMEN
22,23,Oberlin,,-,5/9/18,D3_WOMEN
23,24,Catholic University,-4,20,5/9/18,D3_WOMEN
24,25,Allegheny,-2,23,5/9/18,D3_WOMEN
0,1,Williams,-,1,5/9/18,D3_WOMEN
1,2,Bates,-,2,5/9/18,D3_WOMEN
2,3,St. Olaf,-,3,5/9/18,D3_WOMEN
3,4,Puget Sound,-,4,5/9/18,D3_WOMEN
4,5,Bowdoin,-,5,5/9/18,D3_WOMEN
5,6,Georgia College,-,6,5/9/18,D3_WOMEN
6,7,Mount Holyoke,-,7,5/9/18,D3_WOMEN
7,8,Skidmore,-,8,5/9/18,D3_WOMEN
8,9,SUNY Geneseo,-,9,5/9/18,D3_WOMEN
9,10,Wesleyan,-,10,5/9/18,D3_WOMEN
10,11,Valparaiso,-,11,5/9/18,D3_WOMEN
11,12,John Brown,-,12,5/9/18,D3_WOMEN
12,13,Grinnell,-,13,5/9/18,D3_WOMEN
13,14,Carleton Eclipse,-,14,5/9/18,D3_WOMEN
14,15,Lehigh,-,15,5/9/18,D3_WOMEN
15,16,Claremont,-,16,5/9/18,D3_WOMEN
16,17,Amherst,-,17,5/9/18,D3_WOMEN
17,18,Pacific Lutheran,-,18,5/9/18,D3_WOMEN
