,Rank,Team,Change,Prior,Date,Division
22,23,Cincinnati Steamboat,-,23,2019-11-20,CLUB_MIXED
23,24,Atlanta Bucket,-,24,2019-11-20,CLUB_MIXED
24,25,Florida Weird,-,25,2019-11-20,CLUB_MIXED
0,1,Minneapolis Drag’N Thrust,-,1,2019-11-20,CLUB_MIXED
1,2,Philadelphia AMP,-,2,2019-11-20,CLUB_MIXED
2,3,Seattle Mixtape,+1,4,2019-11-20,CLUB_MIXED
3,4,Boston Wild Card,+1,5,2019-11-20,CLUB_MIXED
4,5,Boston Slow,+2,7,2019-11-20,CLUB_MIXED
5,6,Boston Snake Country,-,6,2019-11-20,CLUB_MIXED
6,7,Washington DC Space Heater,+1,8,2019-11-20,CLUB_MIXED
7,8,San Francisco Mischief,+3,11,2019-11-20,CLUB_MIXED
8,9,Seattle BFG,-6,3,2019-11-20,CLUB_MIXED
9,10,Dallas Public Enemy,,-,2019-11-20,CLUB_MIXED
10,11,Fort Collins shame.,-1,10,2019-11-20,CLUB_MIXED
11,12,Asheville Superlame,,-,2019-11-20,CLUB_MIXED
12,13,Durham Toro,+1,14,2019-11-20,CLUB_MIXED
13,14,Denver Love Tractor,-5,9,2019-11-20,CLUB_MIXED
14,15,West Chester Loco,+1,16,2019-11-20,CLUB_MIXED
15,16,Columbus Cocktails,+1,17,2019-11-20,CLUB_MIXED
16,17,San Francisco Polar Bears,+2,19,2019-11-20,CLUB_MIXED
17,18,San Francisco Blackbird,-6,12,2019-11-20,CLUB_MIXED
18,19,Montana MOONDOG,,-,2019-11-20,CLUB_MIXED
19,20,Boise Lochsa,-7,13,2019-11-20,CLUB_MIXED
20,21,Chicago U54 Ultimate,,-,2019-11-20,CLUB_MIXED
21,22,Ann Arbor Hybrid,,-,2019-11-20,CLUB_MIXED
22,23,Cincinnati Steamboat,-5,18,2019-11-20,CLUB_MIXED
23,24,Atlanta Bucket,-3,21,2019-11-20,CLUB_MIXED
24,25,Florida Weird,-10,15,2019-11-20,CLUB_MIXED
0,1,Minneapolis Drag’N Thrust,-,1,2019-11-20,CLUB_MIXED
1,2,Philadelphia AMP,-,2,2019-11-20,CLUB_MIXED
2,3,Seattle BFG,-,3,2019-11-20,CLUB_MIXED
3,4,Seattle Mixtape,-,4,2019-11-20,CLUB_MIXED
4,5,Boston Wild Card,-,5,2019-11-20,CLUB_MIXED
5,6,Boston Snake Country,-,6,2019-11-20,CLUB_MIXED
6,7,Boston Slow,-,7,2019-11-20,CLUB_MIXED
7,8,Washington DC Space Heater,-,8,2019-11-20,CLUB_MIXED
8,9,Denver Love Tractor,-,9,2019-11-20,CLUB_MIXED
9,10,Fort Collins shame.,-,10,2019-11-20,CLUB_MIXED
10,11,San Francisco Mischief,-,11,2019-11-20,CLUB_MIXED
11,12,San Francisco Blackbird,-,12,2019-11-20,CLUB_MIXED
12,13,Boise Lochsa,-,13,2019-11-20,CLUB_MIXED
13,14,Durham Toro,-,14,2019-11-20,CLUB_MIXED
14,15,Florida Weird,-,15,2019-11-20,CLUB_MIXED
15,16,West Chester Loco,-,16,2019-11-20,CLUB_MIXED
16,17,Columbus Cocktails,-,17,2019-11-20,CLUB_MIXED
17,18,Cincinnati Steamboat,-,18,2019-11-20,CLUB_MIXED
18,19,San Francisco Polar Bears,+1,20,2019-11-20,CLUB_MIXED
19,20,Iowa Chad Larson Experience,+4,24,2019-11-20,CLUB_MIXED
20,21,Atlanta Bucket,-2,19,2019-11-20,CLUB_MIXED
21,22,Pittsburgh Alloy,+1,23,2019-11-20,CLUB_MIXED
22,23,Charlotte Storm,,-,2019-11-20,CLUB_MIXED
23,24,Washington DC Rally,,-,2019-11-20,CLUB_MIXED
24,25,St. Louis Chalice,-3,22,2019-11-20,CLUB_MIXED
0,1,Minneapolis Drag’N Thrust,-,1,2019-11-20,CLUB_MIXED
1,2,Philadelphia AMP,-,2,2019-11-20,CLUB_MIXED
2,3,Seattle BFG,-,3,2019-11-20,CLUB_MIXED
3,4,Seattle Mixtape,-,4,2019-11-20,CLUB_MIXED
4,5,Boston Wild Card,-,5,2019-11-20,CLUB_MIXED
5,6,Boston Snake Country,+1,7,2019-11-20,CLUB_MIXED
6,7,Boston Slow,-1,6,2019-11-20,CLUB_MIXED
7,8,Washington DC Space Heater,+1,9,2019-11-20,CLUB_MIXED
8,9,Denver Love Tractor,+7,16,2019-11-20,CLUB_MIXED
9,10,Fort Collins shame.,-2,8,2019-11-20,CLUB_MIXED
10,11,San Francisco Mischief,-1,10,2019-11-20,CLUB_MIXED
11,12,San Francisco Blackbird,-1,11,2019-11-20,CLUB_MIXED
12,13,Boise Lochsa,-1,12,2019-11-20,CLUB_MIXED
13,14,Durham Toro,-1,13,2019-11-20,CLUB_MIXED
14,15,Florida Weird,-1,14,2019-11-20,CLUB_MIXED
15,16,West Chester Loco,-1,15,2019-11-20,CLUB_MIXED
16,17,Columbus Cocktails,-,17,2019-11-20,CLUB_MIXED
17,18,Cincinnati Steamboat,-,18,2019-11-20,CLUB_MIXED
18,19,Atlanta Bucket,-,19,2019-11-20,CLUB_MIXED
19,20,San Francisco Polar Bears,-,20,2019-11-20,CLUB_MIXED
20,21,Ann Arbor Hybrid,-,21,2019-11-20,CLUB_MIXED
21,22,St. Louis Chalice,-,22,2019-11-20,CLUB_MIXED
22,23,Pittsburgh Alloy,-,23,2019-11-20,CLUB_MIXED
23,24,Iowa Chad Larson Experience,-,24,2019-11-20,CLUB_MIXED
24,25,Montana MOONDOG,-,25,2019-11-20,CLUB_MIXED
0,1,Minneapolis Drag’N Thrust,-,1,2019-11-20,CLUB_MIXED
1,2,Philadelphia AMP,-,2,2019-11-20,CLUB_MIXED
2,3,Seattle BFG,-,3,2019-11-20,CLUB_MIXED
3,4,Seattle Mixtape,-,4,2019-11-20,CLUB_MIXED
4,5,Boston Wild Card,-,5,2019-11-20,CLUB_MIXED
5,6,Boston Slow,-,6,2019-11-20,CLUB_MIXED
6,7,Boston Snake Country,-,7,2019-11-20,CLUB_MIXED
7,8,Fort Collins shame.,-,8,2019-11-20,CLUB_MIXED
8,9,Washington DC Space Heater,-,9,2019-11-20,CLUB_MIXED
9,10,San Francisco Mischief,-,10,2019-11-20,CLUB_MIXED
10,11,San Francisco Blackbird,-,11,2019-11-20,CLUB_MIXED
11,12,Boise Lochsa,-,12,2019-11-20,CLUB_MIXED
12,13,Durham Toro,-,13,2019-11-20,CLUB_MIXED
13,14,Florida Weird,-,14,2019-11-20,CLUB_MIXED
14,15,West Chester Loco,-,15,2019-11-20,CLUB_MIXED
15,16,Denver Love Tractor,-,16,2019-11-20,CLUB_MIXED
16,17,Columbus Cocktails,-,17,2019-11-20,CLUB_MIXED
17,18,Cincinnati Steamboat,-,18,2019-11-20,CLUB_MIXED
18,19,Atlanta Bucket,-,19,2019-11-20,CLUB_MIXED
19,20,San Francisco Polar Bears,-,20,2019-11-20,CLUB_MIXED
20,21,Ann Arbor Hybrid,-,21,2019-11-20,CLUB_MIXED
21,22,St. Louis Chalice,-,22,2019-11-20,CLUB_MIXED
22,23,Pittsburgh Alloy,-,23,2019-11-20,CLUB_MIXED
23,24,Iowa Chad Larson Experience,-,24,2019-11-20,CLUB_MIXED
24,25,Montana MOONDOG,-,25,2019-11-20,CLUB_MIXED
0,1,Minneapolis Drag’N Thrust,-,1,2019-11-20,CLUB_MIXED
1,2,Philadelphia AMP,+1,3,2019-11-20,CLUB_MIXED
2,3,Seattle BFG,+6,9,2019-11-20,CLUB_MIXED
3,4,Seattle Mixtape,-2,2,2019-11-20,CLUB_MIXED
4,5,Boston Wild Card,+9,14,2019-11-20,CLUB_MIXED
5,6,Boston Slow,-1,5,2019-11-20,CLUB_MIXED
6,7,Boston Snake Country,-1,6,2019-11-20,CLUB_MIXED
7,8,Fort Collins shame.,-1,7,2019-11-20,CLUB_MIXED
8,9,Washington DC Space Heater,+1,10,2019-11-20,CLUB_MIXED
9,10,San Francisco Mischief,-2,8,2019-11-20,CLUB_MIXED
10,11,San Francisco Blackbird,-,11,2019-11-20,CLUB_MIXED
11,12,Boise Lochsa,+4,16,2019-11-20,CLUB_MIXED
12,13,Durham Toro,-1,12,2019-11-20,CLUB_MIXED
13,14,Florida Weird,+4,18,2019-11-20,CLUB_MIXED
14,15,West Chester Loco,+5,20,2019-11-20,CLUB_MIXED
15,16,Denver Love Tractor,-12,4,2019-11-20,CLUB_MIXED
16,17,Columbus Cocktails,-4,13,2019-11-20,CLUB_MIXED
17,18,Cincinnati Steamboat,+4,22,2019-11-20,CLUB_MIXED
18,19,Atlanta Bucket,+4,23,2019-11-20,CLUB_MIXED
19,20,San Francisco Polar Bears,-3,17,2019-11-20,CLUB_MIXED
20,21,Ann Arbor Hybrid,,-,2019-11-20,CLUB_MIXED
21,22,St. Louis Chalice,-1,21,2019-11-20,CLUB_MIXED
22,23,Pittsburgh Alloy,+1,24,2019-11-20,CLUB_MIXED
23,24,Iowa Chad Larson Experience,,-,2019-11-20,CLUB_MIXED
24,25,Montana MOONDOG,-6,19,2019-11-20,CLUB_MIXED
0,1,Minneapolis Drag’N Thrust,-,1,2019-11-20,CLUB_MIXED
1,2,Seattle Mixtape,-,2,2019-11-20,CLUB_MIXED
2,3,Philadelphia AMP,-,3,2019-11-20,CLUB_MIXED
3,4,Denver Love Tractor,-,4,2019-11-20,CLUB_MIXED
4,5,Boston Slow,-,5,2019-11-20,CLUB_MIXED
5,6,Boston Snake Country,-,6,2019-11-20,CLUB_MIXED
6,7,Fort Collins shame.,-,7,2019-11-20,CLUB_MIXED
7,8,San Francisco Mischief,-,8,2019-11-20,CLUB_MIXED
8,9,Seattle BFG,-,9,2019-11-20,CLUB_MIXED
9,10,Washington DC Space Heater,-,10,2019-11-20,CLUB_MIXED
10,11,San Francisco Blackbird,-,11,2019-11-20,CLUB_MIXED
11,12,Durham Toro,-,12,2019-11-20,CLUB_MIXED
12,13,Columbus Cocktails,-,13,2019-11-20,CLUB_MIXED
13,14,Boston Wild Card,-,14,2019-11-20,CLUB_MIXED
14,15,Minneapolis No Touching,-,15,2019-11-20,CLUB_MIXED
15,16,Boise Lochsa,-,16,2019-11-20,CLUB_MIXED
16,17,San Francisco Polar Bears,-,17,2019-11-20,CLUB_MIXED
17,18,Florida Weird,-,18,2019-11-20,CLUB_MIXED
18,19,Montana MOONDOG,-,19,2019-11-20,CLUB_MIXED
19,20,West Chester Loco,+1,21,2019-11-20,CLUB_MIXED
20,21,St. Louis Chalice,+4,25,2019-11-20,CLUB_MIXED
21,22,Cincinnati Steamboat,,-,2019-11-20,CLUB_MIXED
22,23,Atlanta Bucket,-1,22,2019-11-20,CLUB_MIXED
23,24,Pittsburgh Alloy,-1,23,2019-11-20,CLUB_MIXED
24,25,Washington DC Rally,-5,20,2019-11-20,CLUB_MIXED
0,1,Minneapolis Drag’N Thrust,+7,8,2019-11-20,CLUB_MIXED
1,2,Seattle Mixtape,-,2,2019-11-20,CLUB_MIXED
2,3,Philadelphia AMP,-2,1,2019-11-20,CLUB_MIXED
3,4,Denver Love Tractor,-1,3,2019-11-20,CLUB_MIXED
4,5,Boston Slow,-1,4,2019-11-20,CLUB_MIXED
5,6,Boston Snake Country,-1,5,2019-11-20,CLUB_MIXED
6,7,Fort Collins shame.,-,7,2019-11-20,CLUB_MIXED
7,8,San Francisco Mischief,+2,10,2019-11-20,CLUB_MIXED
8,9,Seattle BFG,+2,11,2019-11-20,CLUB_MIXED
9,10,Washington DC Space Heater,-4,6,2019-11-20,CLUB_MIXED
10,11,San Francisco Blackbird,-2,9,2019-11-20,CLUB_MIXED
11,12,Durham Toro,-,12,2019-11-20,CLUB_MIXED
12,13,Columbus Cocktails,-,13,2019-11-20,CLUB_MIXED
13,14,Boston Wild Card,-,14,2019-11-20,CLUB_MIXED
14,15,Minneapolis No Touching,-,15,2019-11-20,CLUB_MIXED
15,16,Boise Lochsa,-,16,2019-11-20,CLUB_MIXED
16,17,San Francisco Polar Bears,-,17,2019-11-20,CLUB_MIXED
17,18,Florida Weird,-,18,2019-11-20,CLUB_MIXED
18,19,Montana MOONDOG,-,19,2019-11-20,CLUB_MIXED
19,20,Washington DC Rally,-,20,2019-11-20,CLUB_MIXED
20,21,West Chester Loco,-,21,2019-11-20,CLUB_MIXED
21,22,Atlanta Bucket,-,22,2019-11-20,CLUB_MIXED
22,23,Pittsburgh Alloy,-,23,2019-11-20,CLUB_MIXED
23,24,Charlotte Storm,-,24,2019-11-20,CLUB_MIXED
24,25,St. Louis Chalice,-,25,2019-11-20,CLUB_MIXED
0,1,Philadelphia AMP,-,1,2019-11-20,CLUB_MIXED
1,2,Seattle Mixtape,-,2,2019-11-20,CLUB_MIXED
2,3,Denver Love Tractor,-,3,2019-11-20,CLUB_MIXED
3,4,Boston Slow,-,4,2019-11-20,CLUB_MIXED
4,5,Boston Snake Country,-,5,2019-11-20,CLUB_MIXED
5,6,Washington DC Space Heater,-,6,2019-11-20,CLUB_MIXED
6,7,Fort Collins shame.,-,7,2019-11-20,CLUB_MIXED
7,8,Minneapolis Drag’N Thrust,-,8,2019-11-20,CLUB_MIXED
8,9,San Francisco Blackbird,-,9,2019-11-20,CLUB_MIXED
9,10,San Francisco Mischief,-,10,2019-11-20,CLUB_MIXED
10,11,Seattle BFG,+1,12,2019-11-20,CLUB_MIXED
11,12,Durham Toro,+1,13,2019-11-20,CLUB_MIXED
12,13,Columbus Cocktails,+1,14,2019-11-20,CLUB_MIXED
13,14,Boston Wild Card,-3,11,2019-11-20,CLUB_MIXED
14,15,Minneapolis No Touching,-,15,2019-11-20,CLUB_MIXED
15,16,Boise Lochsa,-,16,2019-11-20,CLUB_MIXED
16,17,San Francisco Polar Bears,-,17,2019-11-20,CLUB_MIXED
17,18,Florida Weird,-,18,2019-11-20,CLUB_MIXED
18,19,Montana MOONDOG,+2,21,2019-11-20,CLUB_MIXED
19,20,Washington DC Rally,+2,22,2019-11-20,CLUB_MIXED
20,21,West Chester Loco,+2,23,2019-11-20,CLUB_MIXED
21,22,Atlanta Bucket,-3,19,2019-11-20,CLUB_MIXED
22,23,Pittsburgh Alloy,,-,2019-11-20,CLUB_MIXED
23,24,Charlotte Storm,-4,20,2019-11-20,CLUB_MIXED
24,25,St. Louis Chalice,,-,2019-11-20,CLUB_MIXED
0,1,Philadelphia AMP,-,1,2019-11-20,CLUB_MIXED
1,2,Seattle Mixtape,-,2,2019-11-20,CLUB_MIXED
2,3,Denver Love Tractor,-,3,2019-11-20,CLUB_MIXED
3,4,Boston Slow,-,4,2019-11-20,CLUB_MIXED
4,5,Boston Snake Country,-,5,2019-11-20,CLUB_MIXED
5,6,Washington DC Space Heater,-,6,2019-11-20,CLUB_MIXED
6,7,Fort Collins shame.,-,7,2019-11-20,CLUB_MIXED
7,8,Minneapolis Drag’N Thrust,-,8,2019-11-20,CLUB_MIXED
8,9,San Francisco Blackbird,-,9,2019-11-20,CLUB_MIXED
9,10,San Francisco Mischief,-,10,2019-11-20,CLUB_MIXED
10,11,Boston Wild Card,-,11,2019-11-20,CLUB_MIXED
11,12,Seattle BFG,-,12,2019-11-20,CLUB_MIXED
12,13,Durham Toro,-,13,2019-11-20,CLUB_MIXED
13,14,Columbus Cocktails,-,14,2019-11-20,CLUB_MIXED
14,15,Minneapolis No Touching,-,15,2019-11-20,CLUB_MIXED
15,16,Boise Lochsa,-,16,2019-11-20,CLUB_MIXED
16,17,San Francisco Polar Bears,-,17,2019-11-20,CLUB_MIXED
17,18,Florida Weird,-,18,2019-11-20,CLUB_MIXED
18,19,Atlanta Bucket,-,19,2019-11-20,CLUB_MIXED
19,20,Charlotte Storm,+1,21,2019-11-20,CLUB_MIXED
20,21,Montana MOONDOG,+1,22,2019-11-20,CLUB_MIXED
21,22,Washington DC Rally,+1,23,2019-11-20,CLUB_MIXED
22,23,West Chester Loco,+1,24,2019-11-20,CLUB_MIXED
23,24,Madison NOISE,+1,25,2019-11-20,CLUB_MIXED
24,25,Seattle Birdfruit,,-,2019-11-20,CLUB_MIXED
0,1,Philadelphia AMP,-,1,2019-11-20,CLUB_MIXED
1,2,Seattle Mixtape,-,2,2019-11-20,CLUB_MIXED
2,3,Denver Love Tractor,+7,10,2019-11-20,CLUB_MIXED
3,4,Boston Slow,-1,3,2019-11-20,CLUB_MIXED
4,5,Boston Snake Country,-1,4,2019-11-20,CLUB_MIXED
5,6,Washington DC Space Heater,-,6,2019-11-20,CLUB_MIXED
6,7,Fort Collins shame.,+2,9,2019-11-20,CLUB_MIXED
7,8,Minneapolis Drag’N Thrust,-1,7,2019-11-20,CLUB_MIXED
8,9,San Francisco Blackbird,-4,5,2019-11-20,CLUB_MIXED
9,10,San Francisco Mischief,-2,8,2019-11-20,CLUB_MIXED
10,11,Boston Wild Card,-,11,2019-11-20,CLUB_MIXED
11,12,Seattle BFG,-,12,2019-11-20,CLUB_MIXED
12,13,Durham Toro,-,13,2019-11-20,CLUB_MIXED
13,14,Columbus Cocktails,-,14,2019-11-20,CLUB_MIXED
14,15,Minneapolis No Touching,+6,21,2019-11-20,CLUB_MIXED
15,16,Boise Lochsa,-1,15,2019-11-20,CLUB_MIXED
16,17,San Francisco Polar Bears,-1,16,2019-11-20,CLUB_MIXED
17,18,Florida Weird,-,18,2019-11-20,CLUB_MIXED
18,19,Atlanta Bucket,-,19,2019-11-20,CLUB_MIXED
19,20,Los Angeles Lotus,-,20,2019-11-20,CLUB_MIXED
20,21,Charlotte Storm,,-,2019-11-20,CLUB_MIXED
21,22,Montana MOONDOG,,-,2019-11-20,CLUB_MIXED
22,23,Washington DC Rally,-,23,2019-11-20,CLUB_MIXED
23,24,West Chester Loco,,-,2019-11-20,CLUB_MIXED
24,25,Madison NOISE,-,25,2019-11-20,CLUB_MIXED
0,1,Philadelphia AMP,-,1,2019-11-20,CLUB_MIXED
1,2,Seattle Mixtape,-,2,2019-11-20,CLUB_MIXED
2,3,Boston Slow,-,3,2019-11-20,CLUB_MIXED
3,4,Boston Snake Country,-,4,2019-11-20,CLUB_MIXED
4,5,San Francisco Blackbird,-,5,2019-11-20,CLUB_MIXED
5,6,Washington DC Space Heater,-,6,2019-11-20,CLUB_MIXED
6,7,Minneapolis Drag’N Thrust,-,7,2019-11-20,CLUB_MIXED
7,8,San Francisco Mischief,-,8,2019-11-20,CLUB_MIXED
8,9,Fort Collins shame.,-,9,2019-11-20,CLUB_MIXED
9,10,Denver Love Tractor,-,10,2019-11-20,CLUB_MIXED
10,11,Boston Wild Card,-,11,2019-11-20,CLUB_MIXED
11,12,Seattle BFG,-,12,2019-11-20,CLUB_MIXED
12,13,Durham Toro,-,13,2019-11-20,CLUB_MIXED
13,14,Columbus Cocktails,-,14,2019-11-20,CLUB_MIXED
14,15,Boise Lochsa,-,15,2019-11-20,CLUB_MIXED
15,16,San Francisco Polar Bears,-,16,2019-11-20,CLUB_MIXED
16,17,New Jersey Jughandle,-,17,2019-11-20,CLUB_MIXED
17,18,Florida Weird,-,18,2019-11-20,CLUB_MIXED
18,19,Atlanta Bucket,-,19,2019-11-20,CLUB_MIXED
19,20,Los Angeles Lotus,-,20,2019-11-20,CLUB_MIXED
20,21,Minneapolis No Touching,-,21,2019-11-20,CLUB_MIXED
21,22,Seattle Birdfruit,-,22,2019-11-20,CLUB_MIXED
22,23,Washington DC Rally,-,23,2019-11-20,CLUB_MIXED
23,24,Dallas Public Enemy,-,24,2019-11-20,CLUB_MIXED
24,25,Madison NOISE,-,25,2019-11-20,CLUB_MIXED
0,1,Philadelphia AMP,,,2019-11-20,CLUB_MIXED
1,2,Seattle Mixtape,,,2019-11-20,CLUB_MIXED
2,3,Boston Slow,,,2019-11-20,CLUB_MIXED
3,4,Boston Snake Country,,,2019-11-20,CLUB_MIXED
4,5,San Francisco Blackbird,,,2019-11-20,CLUB_MIXED
5,6,Washington DC Space Heater,,,2019-11-20,CLUB_MIXED
6,7,Minneapolis Drag’N Thrust,,,2019-11-20,CLUB_MIXED
7,8,San Francisco Mischief,,,2019-11-20,CLUB_MIXED
8,9,Fort Collins shame.,,,2019-11-20,CLUB_MIXED
9,10,Denver Love Tractor,,,2019-11-20,CLUB_MIXED
10,11,Boston Wild Card,,,2019-11-20,CLUB_MIXED
11,12,Seattle BFG,,,2019-11-20,CLUB_MIXED
12,13,Durham Toro,,,2019-11-20,CLUB_MIXED
13,14,Columbus Cocktails,,,2019-11-20,CLUB_MIXED
14,15,Boise Lochsa,,,2019-11-20,CLUB_MIXED
15,16,San Francisco Polar Bears,,,2019-11-20,CLUB_MIXED
16,17,New Jersey Jughandle,,,2019-11-20,CLUB_MIXED
17,18,Florida Weird,,,2019-11-20,CLUB_MIXED
18,19,Atlanta Bucket,,,2019-11-20,CLUB_MIXED
19,20,Los Angeles Lotus,,,2019-11-20,CLUB_MIXED
20,21,Minneapolis No Touching,,,2019-11-20,CLUB_MIXED
21,22,Seattle Birdfruit,,,2019-11-20,CLUB_MIXED
22,23,Washington DC Rally,,,2019-11-20,CLUB_MIXED
23,24,Dallas Public Enemy,,,2019-11-20,CLUB_MIXED
24,25,Madison NOISE,,,2019-11-20,CLUB_MIXED
0,1,Philadelphia AMP,+2,3,2018-10-26,CLUB_MIXED
1,2,Washington DC Space Heater,+4,6,2018-10-26,CLUB_MIXED
2,3,Seattle Mixtape,-1,2,2018-10-26,CLUB_MIXED
3,4,Boston Snake Country,+1,5,2018-10-26,CLUB_MIXED
4,5,San Francisco Blackbird,+6,11,2018-10-26,CLUB_MIXED
5,6,Minneapolis Drag’N Thrust,-5,1,2018-10-26,CLUB_MIXED
6,7,Seattle BFG,-3,4,2018-10-26,CLUB_MIXED
7,8,Fort Collins shame.,-1,7,2018-10-26,CLUB_MIXED
8,9,Denver Love Tractor,-1,8,2018-10-26,CLUB_MIXED
9,10,San Francisco Mischief,-1,9,2018-10-26,CLUB_MIXED
10,11,Boston Slow,+2,13,2018-10-26,CLUB_MIXED
11,12,Boston Wild Card,+2,14,2018-10-26,CLUB_MIXED
12,13,Durham Toro,+2,15,2018-10-26,CLUB_MIXED
13,14,San Francisco Polar Bears,-4,10,2018-10-26,CLUB_MIXED
14,15,Minneapolis No Touching,-3,12,2018-10-26,CLUB_MIXED
15,16,Atlanta Bucket,-,16,2018-10-26,CLUB_MIXED
16,17,Boise Lochsa,-,17,2018-10-26,CLUB_MIXED
17,18,Seattle Birdfruit,-,18,2018-10-26,CLUB_MIXED
18,19,Madison NOISE,-,19,2018-10-26,CLUB_MIXED
19,20,Dallas Public Enemy,-,20,2018-10-26,CLUB_MIXED
20,21,New York XIST,-,21,2018-10-26,CLUB_MIXED
21,22,New Jersey Jughandle,-,22,2018-10-26,CLUB_MIXED
22,23,Pittsburgh Alloy,-,23,2018-10-26,CLUB_MIXED
23,24,West Chester Loco,-,24,2018-10-26,CLUB_MIXED
24,25,Denver Mesteño,-,25,2018-10-26,CLUB_MIXED
0,1,Minneapolis Drag’N Thrust,-,1,2018-10-26,CLUB_MIXED
1,2,Seattle Mixtape,-,2,2018-10-26,CLUB_MIXED
2,3,Philadelphia AMP,-,3,2018-10-26,CLUB_MIXED
3,4,Seattle BFG,-,4,2018-10-26,CLUB_MIXED
4,5,Boston Snake Country,+2,7,2018-10-26,CLUB_MIXED
5,6,Washington DC Space Heater,+4,10,2018-10-26,CLUB_MIXED
6,7,Fort Collins shame.,+8,15,2018-10-26,CLUB_MIXED
7,8,Denver Love Tractor,-2,6,2018-10-26,CLUB_MIXED
8,9,San Francisco Mischief,+2,11,2018-10-26,CLUB_MIXED
9,10,San Francisco Polar Bears,+2,12,2018-10-26,CLUB_MIXED
10,11,San Francisco Blackbird,-3,8,2018-10-26,CLUB_MIXED
11,12,Minneapolis No Touching,+1,13,2018-10-26,CLUB_MIXED
12,13,Boston Slow,-4,9,2018-10-26,CLUB_MIXED
13,14,Boston Wild Card,-9,5,2018-10-26,CLUB_MIXED
14,15,Durham Toro,+8,23,2018-10-26,CLUB_MIXED
15,16,Atlanta Bucket,+2,18,2018-10-26,CLUB_MIXED
16,17,Boise Lochsa,+2,19,2018-10-26,CLUB_MIXED
17,18,Seattle Birdfruit,-2,16,2018-10-26,CLUB_MIXED
18,19,Madison NOISE,+1,20,2018-10-26,CLUB_MIXED
19,20,Dallas Public Enemy,-6,14,2018-10-26,CLUB_MIXED
20,21,New York XIST,+3,24,2018-10-26,CLUB_MIXED
21,22,New Jersey Jughandle,,-,2018-10-26,CLUB_MIXED
22,23,Pittsburgh Alloy,,-,2018-10-26,CLUB_MIXED
23,24,West Chester Loco,-3,21,2018-10-26,CLUB_MIXED
24,25,Denver Mesteño,,-,2018-10-26,CLUB_MIXED
0,1,Minneapolis Drag’N Thrust,-,1,2018-10-26,CLUB_MIXED
1,2,Seattle Mixtape,-,2,2018-10-26,CLUB_MIXED
2,3,Philadelphia AMP,-,3,2018-10-26,CLUB_MIXED
3,4,Seattle BFG,-,4,2018-10-26,CLUB_MIXED
4,5,Boston Wild Card,-,5,2018-10-26,CLUB_MIXED
5,6,Denver Love Tractor,-,6,2018-10-26,CLUB_MIXED
6,7,Boston Snake Country,-,7,2018-10-26,CLUB_MIXED
7,8,San Francisco Blackbird,-,8,2018-10-26,CLUB_MIXED
8,9,Boston Slow,-,9,2018-10-26,CLUB_MIXED
9,10,Washington DC Space Heater,-,10,2018-10-26,CLUB_MIXED
10,11,San Francisco Mischief,-,11,2018-10-26,CLUB_MIXED
11,12,San Francisco Polar Bears,-,12,2018-10-26,CLUB_MIXED
12,13,Minneapolis No Touching,-,13,2018-10-26,CLUB_MIXED
13,14,Dallas Public Enemy,-,14,2018-10-26,CLUB_MIXED
14,15,Fort Collins shame.,-,15,2018-10-26,CLUB_MIXED
15,16,Seattle Birdfruit,-,16,2018-10-26,CLUB_MIXED
16,17,Washington DC Rally,-,17,2018-10-26,CLUB_MIXED
17,18,Atlanta Bucket,-,18,2018-10-26,CLUB_MIXED
18,19,Boise Lochsa,-,19,2018-10-26,CLUB_MIXED
19,20,Madison NOISE,-,20,2018-10-26,CLUB_MIXED
20,21,West Chester Loco,-,21,2018-10-26,CLUB_MIXED
21,22,Seattle Lights Out,+1,23,2018-10-26,CLUB_MIXED
22,23,Durham Toro,+1,24,2018-10-26,CLUB_MIXED
23,24,New York XIST,+1,25,2018-10-26,CLUB_MIXED
24,25,Omaha Woodwork,,-,2018-10-26,CLUB_MIXED
0,1,Minneapolis Drag’N Thrust,-,1,2018-10-26,CLUB_MIXED
1,2,Seattle Mixtape,-,2,2018-10-26,CLUB_MIXED
2,3,Philadelphia AMP,-,3,2018-10-26,CLUB_MIXED
3,4,Seattle BFG,-,4,2018-10-26,CLUB_MIXED
4,5,Boston Wild Card,-,5,2018-10-26,CLUB_MIXED
5,6,Denver Love Tractor,-,6,2018-10-26,CLUB_MIXED
6,7,Boston Snake Country,-,7,2018-10-26,CLUB_MIXED
7,8,San Francisco Blackbird,+1,9,2018-10-26,CLUB_MIXED
8,9,Boston Slow,+2,11,2018-10-26,CLUB_MIXED
9,10,Washington DC Space Heater,+2,12,2018-10-26,CLUB_MIXED
10,11,San Francisco Mischief,+3,14,2018-10-26,CLUB_MIXED
11,12,San Francisco Polar Bears,-2,10,2018-10-26,CLUB_MIXED
12,13,Minneapolis No Touching,-,13,2018-10-26,CLUB_MIXED
13,14,Dallas Public Enemy,+1,15,2018-10-26,CLUB_MIXED
14,15,Fort Collins shame.,+1,16,2018-10-26,CLUB_MIXED
15,16,Seattle Birdfruit,+1,17,2018-10-26,CLUB_MIXED
16,17,Washington DC Rally,+1,18,2018-10-26,CLUB_MIXED
17,18,Atlanta Bucket,+1,19,2018-10-26,CLUB_MIXED
18,19,Boise Lochsa,+1,20,2018-10-26,CLUB_MIXED
19,20,Madison NOISE,+2,22,2018-10-26,CLUB_MIXED
